job_id;applicant;cv_name;job_url;applied_on;added_manually;used_cv;name;skills;jobId;randomIdx;template;first_company;first_title;second_company;second_title;third_company;third_title;company_name;title
8;Isabella;8_Isabella.pdf;https://de.indeed.com/jobs?q=Web+Developer&start=250&pp=gQF3AAAAAAAAAAAAAAAB7XfYjQF-AQcBQYQBBg4GDhg0FlwGHgYFRV6EppaqeqHrvmUtAMoTSs-WSxzYDN32Hmt1NuzmqA-vxTaZ_PuIX_knO5SoZb_cuJ-ginOPvS3cyxGmIWdjDJGutWJnXluED_L8YFg6kOiIzpsuJqHfu0_G-yXHmr-aB4urRJlf21Nint7H3JCu2ZL3My7clRgrn0cpxB5vLxoewMBht1Vj2fCQ3HE6zoo7WUkWpT5r6aL09n7zbUh45wMoOxGPLf2WfzGQxcgi7CwqniGx-f0XEMwRhFg8wfrNwOEK0Z7n873y7fMYACaHK3lo32Rw54wvrA-j8Lstny3oTQnjWzJ8s0LdqK4thGzOP8hvXXw5GEVOM0jp6yMLXVRf5XmqTiRzAO8abzwv3VgIy0mEBI9bIrfSONAqEPQdLsrjXQbb7EIsjrzS5FoH7oijVoR63SPBrxS084UFZocLu3ZqvM5hph5M3gT2zBw8v98k3wN9-J4hQ4sqob8U9IR3zAUUdqJKbphyIQAA&vjk=093db8a4ca73bb55;2022-11-17 15:34:43.144353;False;8;Isabella;JavaScript, React, Express, Git, Kubernetes, TypeScript, Adobe Illustrator, NoSQL, SQL, JQuery, CSS;8;1;2;TIER Mobility;Software Engineer;Self-employed / Freelancing;Technical Consultant & Web Developer;Klarna;Fullstack Developer;Scopeland Technology GmbH;Anwendungsentwickler (m/w/d)
8;Mateo;8_Mateo.pdf;https://de.indeed.com/jobs?q=Web+Developer&start=250&pp=gQF3AAAAAAAAAAAAAAAB7XfYjQF-AQcBQYQBBg4GDhg0FlwGHgYFRV6EppaqeqHrvmUtAMoTSs-WSxzYDN32Hmt1NuzmqA-vxTaZ_PuIX_knO5SoZb_cuJ-ginOPvS3cyxGmIWdjDJGutWJnXluED_L8YFg6kOiIzpsuJqHfu0_G-yXHmr-aB4urRJlf21Nint7H3JCu2ZL3My7clRgrn0cpxB5vLxoewMBht1Vj2fCQ3HE6zoo7WUkWpT5r6aL09n7zbUh45wMoOxGPLf2WfzGQxcgi7CwqniGx-f0XEMwRhFg8wfrNwOEK0Z7n873y7fMYACaHK3lo32Rw54wvrA-j8Lstny3oTQnjWzJ8s0LdqK4thGzOP8hvXXw5GEVOM0jp6yMLXVRf5XmqTiRzAO8abzwv3VgIy0mEBI9bIrfSONAqEPQdLsrjXQbb7EIsjrzS5FoH7oijVoR63SPBrxS084UFZocLu3ZqvM5hph5M3gT2zBw8v98k3wN9-J4hQ4sqob8U9IR3zAUUdqJKbphyIQAA&vjk=093db8a4ca73bb55;2022-11-17 15:14:02.540364;False;8;Mateo;JavaScript, React, Express, Git, Docker, C#, TypeScript, NoSQL, Kubernetes, SQL, Microsoft Azure;8;0;1;Sainsbury's;Software Engineer;DAZN;Software Engineer;Klarna;Fullstack Developer;Scopeland Technology GmbH;Anwendungsentwickler (m/w/d)
9;Mateo;9_Mateo.pdf;https://de.indeed.com/jobs?q=Web+Developer&start=250&pp=gQF3AAAAAAAAAAAAAAAB7XfYjQF-AQcBQYQBBg4GDhg0FlwGHgYFRV6EppaqeqHrvmUtAMoTSs-WSxzYDN32Hmt1NuzmqA-vxTaZ_PuIX_knO5SoZb_cuJ-ginOPvS3cyxGmIWdjDJGutWJnXluED_L8YFg6kOiIzpsuJqHfu0_G-yXHmr-aB4urRJlf21Nint7H3JCu2ZL3My7clRgrn0cpxB5vLxoewMBht1Vj2fCQ3HE6zoo7WUkWpT5r6aL09n7zbUh45wMoOxGPLf2WfzGQxcgi7CwqniGx-f0XEMwRhFg8wfrNwOEK0Z7n873y7fMYACaHK3lo32Rw54wvrA-j8Lstny3oTQnjWzJ8s0LdqK4thGzOP8hvXXw5GEVOM0jp6yMLXVRf5XmqTiRzAO8abzwv3VgIy0mEBI9bIrfSONAqEPQdLsrjXQbb7EIsjrzS5FoH7oijVoR63SPBrxS084UFZocLu3ZqvM5hph5M3gT2zBw8v98k3wN9-J4hQ4sqob8U9IR3zAUUdqJKbphyIQAA&vjk=1a82e5468bc36848;2022-11-17 15:16:23.626150;False;9;Mateo;JavaScript, React, Express, Git, GraphQL, CSS, C#, Apollo, Kubernetes, NoSQL, Docker;9;1;2;Spotify;Software Engineer;Altran;Software Engineer;Klarna;Fullstack Developer;Blitzhandel24 GmbH;Fullstack Developer (m/w/d)
9;Isabella;9_Isabella.pdf;https://de.indeed.com/jobs?q=Web+Developer&start=250&pp=gQF3AAAAAAAAAAAAAAAB7XfYjQF-AQcBQYQBBg4GDhg0FlwGHgYFRV6EppaqeqHrvmUtAMoTSs-WSxzYDN32Hmt1NuzmqA-vxTaZ_PuIX_knO5SoZb_cuJ-ginOPvS3cyxGmIWdjDJGutWJnXluED_L8YFg6kOiIzpsuJqHfu0_G-yXHmr-aB4urRJlf21Nint7H3JCu2ZL3My7clRgrn0cpxB5vLxoewMBht1Vj2fCQ3HE6zoo7WUkWpT5r6aL09n7zbUh45wMoOxGPLf2WfzGQxcgi7CwqniGx-f0XEMwRhFg8wfrNwOEK0Z7n873y7fMYACaHK3lo32Rw54wvrA-j8Lstny3oTQnjWzJ8s0LdqK4thGzOP8hvXXw5GEVOM0jp6yMLXVRf5XmqTiRzAO8abzwv3VgIy0mEBI9bIrfSONAqEPQdLsrjXQbb7EIsjrzS5FoH7oijVoR63SPBrxS084UFZocLu3ZqvM5hph5M3gT2zBw8v98k3wN9-J4hQ4sqob8U9IR3zAUUdqJKbphyIQAA&vjk=1a82e5468bc36848;2022-11-17 15:35:31.684802;False;9;Isabella;JavaScript, React, Express, Git, Kubernetes, C#, Apollo, NoSQL, AWS, GraphQL, Java;9;0;1;Altran;Software Engineer;Shropshire Council;Web Developer;Unumbox Ltd;Fullstack Developer;Blitzhandel24 GmbH;Fullstack Developer (m/w/d)
10;Isabella;10_Isabella.pdf;https://de.indeed.com/jobs?q=Web+Developer&start=310&pp=gQHRAAAAAAAAAAAAAAAB7X5jVwGUAQcBQYQBDRwYNBZeBnIGNggJogMRM7oowww5EnrE4qnV4fwej0E8QU1wHZPhTJy11H9HIBTeqkjJASz6HxVOZENFlAi5SyTbES0755ruMcXERQbj4HJ1KvtF5H61EiDrXJt_qi_8SD02MX6e4Jbi6J_HURdr3dQKOkgMPYqKtCPUYe2RFs8veEmwXAEHG79LOlrPIF2FX3lQzGaNuS8lnuwe7iY7s5zTr1D8DQ5eF_ABvUpmvkLomzanxGijnEjn_5x25lUe_RghgcVObWYwBiKfLUOfnQYnOic4wlFBRSHgOStEVYJaw_G35JbkojUJ-oWmYhIIKlvF7XUC63LwNu03Uziqa5dnxio9gXU2Yw2LsEmcy3t_5YAC3c98Hf2Sfq4jxGQqem_5kJhA68grq7SoQknvreHat9rpO3qyT-wAL8A9x1GeJxMQVjNKUCLFNOAUSo5Z8eZBfcUXEf5iPUBtLUkYKN5NUXgT4prtElejtxLsBF3ndime7in4wsmvREtFTajVP3NkIcRbuIx0Yq3aeCoAAA&vjk=ec195358464115da;2022-11-17 15:44:56.787984;False;10;Isabella;JavaScript, React, Express, Git, NoSQL, Python, TypeScript, CSS, GraphQL, C#, SQL;10;0;1;TIER Mobility;Software Engineer;Shropshire Council;Web Developer;Self-employed / Freelancing;Technical Consultant & Web Developer;starmobile GmbH;Full Stack Developer (m/w/d)
10;Mateo;10_Mateo.pdf;https://de.indeed.com/jobs?q=Web+Developer&start=310&pp=gQHRAAAAAAAAAAAAAAAB7X5jVwGUAQcBQYQBDRwYNBZeBnIGNggJogMRM7oowww5EnrE4qnV4fwej0E8QU1wHZPhTJy11H9HIBTeqkjJASz6HxVOZENFlAi5SyTbES0755ruMcXERQbj4HJ1KvtF5H61EiDrXJt_qi_8SD02MX6e4Jbi6J_HURdr3dQKOkgMPYqKtCPUYe2RFs8veEmwXAEHG79LOlrPIF2FX3lQzGaNuS8lnuwe7iY7s5zTr1D8DQ5eF_ABvUpmvkLomzanxGijnEjn_5x25lUe_RghgcVObWYwBiKfLUOfnQYnOic4wlFBRSHgOStEVYJaw_G35JbkojUJ-oWmYhIIKlvF7XUC63LwNu03Uziqa5dnxio9gXU2Yw2LsEmcy3t_5YAC3c98Hf2Sfq4jxGQqem_5kJhA68grq7SoQknvreHat9rpO3qyT-wAL8A9x1GeJxMQVjNKUCLFNOAUSo5Z8eZBfcUXEf5iPUBtLUkYKN5NUXgT4prtElejtxLsBF3ndime7in4wsmvREtFTajVP3NkIcRbuIx0Yq3aeCoAAA&vjk=ec195358464115da;2022-11-18 12:13:21.975077;False;10;Mateo;JavaScript, React, Express, Git, AWS, C#, CSS, SQL, Adobe Illustrator, Docker, NoSQL;10;1;2;Sainsbury's;Software Engineer;Inetum;Frontend / Backend Developer;Klarna;Fullstack Developer;starmobile GmbH;Full Stack Developer (m/w/d)
11;Isabella;11_Isabella.pdf;https://de.indeed.com/jobs?q=Web+Developer&start=310&pp=gQHRAAAAAAAAAAAAAAAB7X5jVwGUAQcBQYQBDRwYNBZeBnIGNggJogMRM7oowww5EnrE4qnV4fwej0E8QU1wHZPhTJy11H9HIBTeqkjJASz6HxVOZENFlAi5SyTbES0755ruMcXERQbj4HJ1KvtF5H61EiDrXJt_qi_8SD02MX6e4Jbi6J_HURdr3dQKOkgMPYqKtCPUYe2RFs8veEmwXAEHG79LOlrPIF2FX3lQzGaNuS8lnuwe7iY7s5zTr1D8DQ5eF_ABvUpmvkLomzanxGijnEjn_5x25lUe_RghgcVObWYwBiKfLUOfnQYnOic4wlFBRSHgOStEVYJaw_G35JbkojUJ-oWmYhIIKlvF7XUC63LwNu03Uziqa5dnxio9gXU2Yw2LsEmcy3t_5YAC3c98Hf2Sfq4jxGQqem_5kJhA68grq7SoQknvreHat9rpO3qyT-wAL8A9x1GeJxMQVjNKUCLFNOAUSo5Z8eZBfcUXEf5iPUBtLUkYKN5NUXgT4prtElejtxLsBF3ndime7in4wsmvREtFTajVP3NkIcRbuIx0Yq3aeCoAAA&vjk=57554c49c4dce1cf;2022-11-17 15:46:23.050259;False;11;Isabella;JavaScript, React, Express, Git, NoSQL, GraphQL, AWS, Apollo, CSS, SQL, JQuery;11;1;2;Unumbox Ltd;Fullstack Developer;Dedalus HealthCare;Fullstack Developer;DAZN;Software Engineer;vantago GmbH;Fullstack Developer (m/w/d)
11;Mateo;11_Mateo.pdf;https://de.indeed.com/jobs?q=Web+Developer&start=310&pp=gQHRAAAAAAAAAAAAAAAB7X5jVwGUAQcBQYQBDRwYNBZeBnIGNggJogMRM7oowww5EnrE4qnV4fwej0E8QU1wHZPhTJy11H9HIBTeqkjJASz6HxVOZENFlAi5SyTbES0755ruMcXERQbj4HJ1KvtF5H61EiDrXJt_qi_8SD02MX6e4Jbi6J_HURdr3dQKOkgMPYqKtCPUYe2RFs8veEmwXAEHG79LOlrPIF2FX3lQzGaNuS8lnuwe7iY7s5zTr1D8DQ5eF_ABvUpmvkLomzanxGijnEjn_5x25lUe_RghgcVObWYwBiKfLUOfnQYnOic4wlFBRSHgOStEVYJaw_G35JbkojUJ-oWmYhIIKlvF7XUC63LwNu03Uziqa5dnxio9gXU2Yw2LsEmcy3t_5YAC3c98Hf2Sfq4jxGQqem_5kJhA68grq7SoQknvreHat9rpO3qyT-wAL8A9x1GeJxMQVjNKUCLFNOAUSo5Z8eZBfcUXEf5iPUBtLUkYKN5NUXgT4prtElejtxLsBF3ndime7in4wsmvREtFTajVP3NkIcRbuIx0Yq3aeCoAAA&vjk=57554c49c4dce1cf;2022-11-18 12:14:15.661134;False;11;Mateo;JavaScript, React, Express, Git, Adobe Illustrator, JQuery, GraphQL, NoSQL, SQL, AWS, Apollo;11;0;1;Altran;Software Engineer;Klarna;Fullstack Developer;Shropshire Council;Web Developer;vantago GmbH;Fullstack Developer (m/w/d)
12;Isabella;12_Isabella.pdf;https://de.indeed.com/jobs?q=Web+Developer&start=310&pp=gQHRAAAAAAAAAAAAAAAB7X5jVwGUAQcBQYQBDRwYNBZeBnIGNggJogMRM7oowww5EnrE4qnV4fwej0E8QU1wHZPhTJy11H9HIBTeqkjJASz6HxVOZENFlAi5SyTbES0755ruMcXERQbj4HJ1KvtF5H61EiDrXJt_qi_8SD02MX6e4Jbi6J_HURdr3dQKOkgMPYqKtCPUYe2RFs8veEmwXAEHG79LOlrPIF2FX3lQzGaNuS8lnuwe7iY7s5zTr1D8DQ5eF_ABvUpmvkLomzanxGijnEjn_5x25lUe_RghgcVObWYwBiKfLUOfnQYnOic4wlFBRSHgOStEVYJaw_G35JbkojUJ-oWmYhIIKlvF7XUC63LwNu03Uziqa5dnxio9gXU2Yw2LsEmcy3t_5YAC3c98Hf2Sfq4jxGQqem_5kJhA68grq7SoQknvreHat9rpO3qyT-wAL8A9x1GeJxMQVjNKUCLFNOAUSo5Z8eZBfcUXEf5iPUBtLUkYKN5NUXgT4prtElejtxLsBF3ndime7in4wsmvREtFTajVP3NkIcRbuIx0Yq3aeCoAAA&vjk=b1cd77b7081d54ce;2022-11-17 15:47:18.077488;False;12;Isabella;JavaScript, React, Express, Git, GraphQL, CSS, TypeScript, SQL, Redux, AWS, Kubernetes;12;1;2;Shropshire Council;Web Developer;Dedalus HealthCare;Fullstack Developer;Inetum;Frontend / Backend Developer;Articlett UG (haftungsbeschränkt);Junior Fullstack Developer
12;Mateo;12_Mateo.pdf;https://de.indeed.com/jobs?q=Web+Developer&start=310&pp=gQHRAAAAAAAAAAAAAAAB7X5jVwGUAQcBQYQBDRwYNBZeBnIGNggJogMRM7oowww5EnrE4qnV4fwej0E8QU1wHZPhTJy11H9HIBTeqkjJASz6HxVOZENFlAi5SyTbES0755ruMcXERQbj4HJ1KvtF5H61EiDrXJt_qi_8SD02MX6e4Jbi6J_HURdr3dQKOkgMPYqKtCPUYe2RFs8veEmwXAEHG79LOlrPIF2FX3lQzGaNuS8lnuwe7iY7s5zTr1D8DQ5eF_ABvUpmvkLomzanxGijnEjn_5x25lUe_RghgcVObWYwBiKfLUOfnQYnOic4wlFBRSHgOStEVYJaw_G35JbkojUJ-oWmYhIIKlvF7XUC63LwNu03Uziqa5dnxio9gXU2Yw2LsEmcy3t_5YAC3c98Hf2Sfq4jxGQqem_5kJhA68grq7SoQknvreHat9rpO3qyT-wAL8A9x1GeJxMQVjNKUCLFNOAUSo5Z8eZBfcUXEf5iPUBtLUkYKN5NUXgT4prtElejtxLsBF3ndime7in4wsmvREtFTajVP3NkIcRbuIx0Yq3aeCoAAA&vjk=b1cd77b7081d54ce;2022-11-18 12:15:07.577560;False;12;Mateo;JavaScript, React, Express, Git, NoSQL, TypeScript, Python, CSS, Docker, C#, Redux;12;0;1;Sainsbury's;Software Engineer;Shropshire Council;Web Developer;Dedalus HealthCare;Fullstack Developer;Articlett UG (haftungsbeschränkt);Junior Fullstack Developer
13;Isabella;13_Isabella.pdf;https://de.indeed.com/jobs?q=Web+Developer&start=10&pp=gQAPAAAAAAAAAAAAAAAB7XglNgAxAQAI6YguzU55LfJ1bdxvs0dwxBA_6gV5AgysUcQpDFFKzvKxyOOM19QbzK-QMzwgBAAA&vjk=a57d2bc2e920185e&advn=5949696555250667;2022-11-17 15:50:06.427595;False;13;Isabella;JavaScript, React, Express, Git, Redux, C#, Java, JQuery, CSS, Microsoft Azure, Adobe Illustrator;13;0;2;Altran;Software Engineer;Spotify;Software Engineer;DAZN;Software Engineer;Thermengruppe Josef Wund;Web-Entwickler/ Developer (m/w/d)
13;Mateo;13_Mateo.pdf;https://de.indeed.com/jobs?q=Web+Developer&start=10&pp=gQAPAAAAAAAAAAAAAAAB7XglNgAxAQAI6YguzU55LfJ1bdxvs0dwxBA_6gV5AgysUcQpDFFKzvKxyOOM19QbzK-QMzwgBAAA&vjk=a57d2bc2e920185e&advn=5949696555250667;2022-11-18 12:16:23.094421;False;13;Mateo;JavaScript, React, Express, Git, Redux, NoSQL, C#, Java, Docker, JQuery, Python;13;1;1;Inetum;Frontend / Backend Developer;Sainsbury's;Software Engineer;Klarna;Fullstack Developer;Thermengruppe Josef Wund;Web-Entwickler/ Developer (m/w/d)
14;Mateo;14_Mateo.pdf;https://de.indeed.com/jobs?q=Web+Developer&start=10&pp=gQAPAAAAAAAAAAAAAAAB7XglNgAxAQAI6YguzU55LfJ1bdxvs0dwxBA_6gV5AgysUcQpDFFKzvKxyOOM19QbzK-QMzwgBAAA&vjk=cfdcc958014986fc&advn=3416905473134166;2022-11-18 12:18:08.728059;False;14;Mateo;JavaScript, React, Express, Git, Apollo, Adobe Illustrator, SQL, TypeScript, C#, Python, AWS;14;0;1;DAZN;Software Engineer;Altran;Software Engineer;Sainsbury's;Software Engineer;codeblick GmbH;Node.js Developer (all genders, remote)
14;Isabella;14_Isabella.pdf;https://de.indeed.com/jobs?q=Web+Developer&start=10&pp=gQAPAAAAAAAAAAAAAAAB7XglNgAxAQAI6YguzU55LfJ1bdxvs0dwxBA_6gV5AgysUcQpDFFKzvKxyOOM19QbzK-QMzwgBAAA&vjk=cfdcc958014986fc&advn=3416905473134166;2022-11-17 15:51:07.740591;False;14;Isabella;JavaScript, React, Express, Git, Python, NoSQL, C#, CSS, AWS, TypeScript, Microsoft Azure;14;1;2;Klarna;Fullstack Developer;Sainsbury's;Software Engineer;Unumbox Ltd;Fullstack Developer;codeblick GmbH;Node.js Developer (all genders, remote)
15;Isabella;15_Isabella.pdf;https://de.indeed.com/jobs?q=Web+Developer&start=10&pp=gQAPAAAAAAAAAAAAAAAB7XglNgAxAQAI6YguzU55LfJ1bdxvs0dwxBA_6gV5AgysUcQpDFFKzvKxyOOM19QbzK-QMzwgBAAA&vjk=6b66253dcf057403&advn=1516619384900196;2022-11-17 15:51:50.836404;False;15;Isabella;JavaScript, React, Express, Git, Apollo, Redux, CSS, C#, TypeScript, Java, Kubernetes;15;1;1;TIER Mobility;Software Engineer;Sainsbury's;Software Engineer;Dedalus HealthCare;Fullstack Developer;Okeano GmbH;Web-Entwickler (m/w/d) in Lippstadt
15;Mateo;15_Mateo.pdf;https://de.indeed.com/jobs?q=Web+Developer&start=10&pp=gQAPAAAAAAAAAAAAAAAB7XglNgAxAQAI6YguzU55LfJ1bdxvs0dwxBA_6gV5AgysUcQpDFFKzvKxyOOM19QbzK-QMzwgBAAA&vjk=6b66253dcf057403&advn=1516619384900196;2022-11-18 12:18:45.381692;False;15;Mateo;JavaScript, React, Express, Git, Python, Redux, Apollo, GraphQL, SQL, C#, Microsoft Azure;15;0;2;DAZN;Software Engineer;Inetum;Frontend / Backend Developer;Altran;Software Engineer;Okeano GmbH;Web-Entwickler (m/w/d) in Lippstadt
